Name,Price,Url,Img
Intel 6th Generation Core i7-6900K Processor,"80,500৳",https://www.startech.com.bd/intel-i7-6900k,https://www.startech.com.bd/image/cache/catalog/processor/Intel/Intel® i7-6900K/Intel® i7-6900K-228x228.jpg
Intel Core i9 7900x X-series Skylake Processor,"80,800৳",https://www.startech.com.bd/intel-core-i9-7900x-x-series,https://www.startech.com.bd/image/cache/catalog/processor/Intel/Intel Core i9 7900x X-series/Intel Core i9 7900x X-series-228x228.jpg
AMD Ryzen™ Threadripper™ 2990WX Processor,0৳,https://www.startech.com.bd/amd-ryzen-threadripper-2990wx-processor,https://www.startech.com.bd/image/cache/catalog/processor/AMD/2990wx/amd-ryzen-threadripper-2990wx-2-228x228.jpg
Intel 6th Generation Pentium Processor G4400,"7,000৳",https://www.startech.com.bd/intel-6th-generation-pentium-processor-g4400,https://www.startech.com.bd/image/cache/catalog/processor/4400-228x228.png
Intel 8th Generation Core i5-8500 Processor,"23,200৳",https://www.startech.com.bd/intel-core-i5-8500-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/8500/8500-228x228.jpg
Intel 8th Generation Core i5-8600k Processor,"23,600৳",https://www.startech.com.bd/intel-8600k-i5-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/8th Gen/8600k/8600k-228x228.jpg
Intel® 7th Generation Core™ i5-7500 Processor,"17,500৳",https://www.startech.com.bd/intel-7th-generation-core-i5-processor,https://www.startech.com.bd/image/cache/catalog/processor/Intel/7th Gen/Intel 7th Generation Core i5-7500-228x228.jpg
Asrock Fatal1ty B250M Performance Motherboard,"7,000৳",https://www.startech.com.bd/asrock-fatal1ty-b250m-performance,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/b250m-performance/b250m-performance-228x228.jpg
Asus EX-H310M-V3 8th Gen Micro-ATX Motherboard,"6,700৳",https://www.startech.com.bd/asus-ex-h310m-v3-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/ex-h310m-v3/ex-h310m-v3-1-228x228.jpg
Gigabyte H310M S2P 8th Gen Micro ATX Motherboard,"6,800৳",https://www.startech.com.bd/gigabyte-h310m-s2p-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/h310m-s2p/h310m-s2p-1-228x228.jpg
Asus PRIME H310M-K 8th Gen mATX Motherboard,"6,700৳",https://www.startech.com.bd/asus-prime-h310m-k-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-h310m-k/asus-prime-h310m-k-1-228x228.jpg
Asus ROG MAXIMUS XI CODE Intel Z390 ATX Gaming Motherboard,"33,500৳",https://www.startech.com.bd/asus-rog-maximus-xi-code-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/maximus-xi-code/maximus-xi-code-228x228.jpg
Asus ROG MAXIMUS XI FORMULA 9th Gen Motherboard,"40,000৳",https://www.startech.com.bd/asus-rog-maximus-xi-formula-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/rog-maximus-xi-formula/rog-maximus-xi-formula-1-228x228.jpg
Gigabyte B360M H Ultra Durable 9th Gen Motherboard,"7,800৳",https://www.startech.com.bd/gigabyte-b360m-h-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360m-h/b360m-h-228x228.jpg
GIGABYTE GA-J1800M-D3P Motherboard with Built In 2.41Ghz DDR3 Celeron Processor,"5,100৳",https://www.startech.com.bd/gigabyte-ga-j1800m-d3p,https://www.startech.com.bd/image/cache/catalog/Motherboard/Gigabyte/GIGABYTE GA-J1800M-D3P/GIGABYTE GA-J1800M-D3P-1-228x228.jpg
Gigabyte H310M DS2 8th Gen Micro ATX Motherboard,"7,000৳",https://www.startech.com.bd/gigabyte-h310m-ds2-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/h310m-ds2/h310m-ds2-1-228x228.jpg
ASRock Fatal1ty X370 Gaming-ITX/ac AMD Motherboard,"17,500৳",https://www.startech.com.bd/asrock-fatal1ty-x370-itx-ac-motherboard,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Asrock m/itx/X370 Gaming-ITXac1-228x228.jpg
GALAX GeForce® GTX 1080 EXOC-SNPR WHITE 8GB GDDR5/X Graphics Card,"67,000৳",https://www.startech.com.bd/galax-gtx-1080-exoc-snpr-8gb-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/1080-snipper/galax-gtx1080-sniper-228x228.jpg
Gigabyte GA-H110M-M.2 DDR4,"5,800৳",https://www.startech.com.bd/gigabyte-ga-h110m-m.2-ddr4-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/ga-h110m-m.2/gigabyte-ga-h110m-m.2-ddr4-1-228x228.jpg
Gigabyte H310M S2 8th Gen Micro ATX Motherboard,"7,000৳",https://www.startech.com.bd/gigabyte-h310m-s2-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/h310m-s2/h310m-s2-1-228x228.jpg
Asrock Fatal1ty X470 Gaming K4 AMD Motherboard,"18,200৳",https://www.startech.com.bd/asrock-fatal1ty-x470-gaming-k4-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/x470-gaming-k4/x470-gaming-k-228x228.jpg
Asus PRIME H310M-C/CSM 8th Gen Micro-ATX Motherboard,"7,000৳",https://www.startech.com.bd/asus-prime-h310m-c-csm-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-h310m-c-csm/prime-h310m-c-csm-1-228x228.jpg
Gigabyte B360M D2V 8th Gen Motherboard,"7,600৳",https://www.startech.com.bd/gigabyte-b360m-d2v-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360m-d2v/b360m-d2v-228x228.png
Gigabyte Aorus GeForce GTX 1070 Ti 8G GDDR5 Graphics Card,"52,500৳",https://www.startech.com.bd/gigabyte-aorus-geforce-gtx-1070-ti-8g-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/aorus-1070-ti-8g/1070-ti-228x228.jpg
Gigabyte Aorus GeForce GTX 1080 Ti Xtreme Edition 11G GDDR5X Graphics Card,"87,500৳",https://www.startech.com.bd/gigabyte-aorus-gtx-1080-ti-xtreme-edition-11g,https://www.startech.com.bd/image/cache/catalog/Component/graphics card/Gigabyte/1080 ti/xtrem/x1-228x228.png
Gigabyte Aorus GeForce RTX 2070 8G GDDR6 Graphics Card,"61,000৳",https://www.startech.com.bd/aorus-geforce-rtx-2070-8g-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/rtx-2070/2070-228x228.jpg
Gigabyte Aorus GeForce® GTX 1060 6G GDDR5 Graphics Card,"34,000৳",https://www.startech.com.bd/gigabyte-aorus-geforce-gtx-1060-6g-graphics-card,https://www.startech.com.bd/image/cache/catalog/component/graphics-card/gigabyte/gtx-1060-228x228.png
Gigabyte Aorus GeForce® Gtx 1060 Xtreme Edition 6G 9Gbps Graphics Card,"36,000৳",https://www.startech.com.bd/gigabyte-aorus-gtx-1060-xtreme-edition-6g-9gbps,https://www.startech.com.bd/image/cache/catalog/Component/graphics card/Gigabyte/new/g1060-228x228.png
Gigabyte B360M D3V 8th Gen Motherboard,"7,800৳",https://www.startech.com.bd/gigabyte-b360m-d3v-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360m-d3v/b360m-d3v-228x228.jpg
ASUS PRIME B250M-K DDR4 ATX Motherboard,"7,150৳",https://www.startech.com.bd/asus-prime-b250m-k,https://www.startech.com.bd/image/cache/catalog/Motherboard/ASUS/ASUS PRIME B250M-K/ASUS PRIME B250M-K-1-228x228.png
Gigabyte B360M HD3 8th Gen Motherboard,"8,000৳",https://www.startech.com.bd/gigabyte-b360m-hd3-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360m-hd3/b360m-hd3-228x228.jpg
Gigabyte B450 I AORUS PRO WIFI AMD Mini-ITX Motherboard,"12,500৳",https://www.startech.com.bd/gigabyte-b450-i-aorus-pro-wifi-amd-mini-itx-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b450-i-aorus-pro-wifi/b450-i-aorus-pro-wifi-1-228x228.jpg
Gigabyte AORUS GeForce® GTX 1080 Ti 11G Graphics Card,"96,000৳",https://www.startech.com.bd/gigabyte-aorus-gtx-1080ti-11g-graphics-card,https://www.startech.com.bd/image/cache/catalog/Component/graphics card/Gigabyte/1080 ti/1-228x228.png
Gigabyte GTX 980 Ti XTREME 6GB DDR5 Graphics Card,"51,500৳",https://www.startech.com.bd/Gigabyte-GV-N98T-XTREME-6GD-6GD-6-GB-DDR5-Graphics-Card,https://www.startech.com.bd/image/cache/catalog/graphics/Gigabyte/GV-N98T XTRE-001-228x228.png
Zotac GeForce GT 710 2GB DDR3 Graphics Card,"4,350৳",https://www.startech.com.bd/zotac-gt-710-2gb-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/zotac/gt-710/zotac-710-228x228.jpg
Asus Phoenix GeForce GT 1030 OC edition 2GB GDDR5 Graphics Card,"10,000৳",https://www.startech.com.bd/asus-ph-gt1030-oc-2gb-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/asus/1030-2g-gddr5/asus-gt1030-o2g-228x228.jpg
Gigabyte GT 710 2GB DDR3 Graphics Card,"4,500৳",https://www.startech.com.bd/gigabyte-gv-n710d3-2gl,https://www.startech.com.bd/image/cache/catalog/graphics/Gigabyte/Gigabyte GV-N710D3-2GL-1-228x228.png
ASUS PRIME B250M-D motherboard,"7,500৳",https://www.startech.com.bd/asus-prime-b250m-d-motherboard,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/asus/d-228x228.png
Gigabyte B360M D3H 8th Gen Micro ATX Motherboard,"8,400৳",https://www.startech.com.bd/gigabyte-b360m-d3h-8th-gen-micro-atx-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360m-d3h/b360m-d3h-1-228x228.jpg
Asus Radeon RX 550 4GB GDDR5 Graphics Card,"14,700৳",https://www.startech.com.bd/asus-radeon-rx550-4gb-gddr5 ,https://www.startech.com.bd/image/cache/catalog/Component/graphics card/asus/rx580/nnn-228x228.png
Gigabyte GT 710 2GB DDR5 Graphics Card,"5,100৳",https://www.startech.com.bd/gigabyte-gt-710-2gb-ddr5-graphics-card,https://www.startech.com.bd/image/cache/catalog/Component/graphics card/Gigabyte/new/g 710 d5-228x228.png
Gigabyte GT 1030 2GB OC Graphics card,"8,500৳",https://www.startech.com.bd/gigabyte-ggt-1030-oc-2g,https://www.startech.com.bd/image/cache/catalog/Component/graphics card/Gigabyte/gtx_1030/gtx_1030-228x228.png
Asus Dual series Radeon RX 580 OC edition 8GB GDDR5 Graphics Card,"35,000৳",https://www.startech.com.bd/asus-dual-radeon-rx580-oc-8g-graphics-card,https://www.startech.com.bd/image/cache/catalog/Component/graphics card/asus/rx580-oc/asus-dual-rx580-oc-8g-228x228.jpg
Gigabyte GeForce RTX 2070 Windforce 8GB GDDR6 Graphics Card,"53,000৳",https://www.startech.com.bd/gigabyte-rtx-2070-windforce-8gb-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/gigabyte/2070-windforce/windforce-228x228.jpg
GALAX GeForce RTX 2080 OC 8GB GDDR6 Graphics Card,"80,000৳",https://www.startech.com.bd/galax-rtx-2080-oc-8gb-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/galax/2080-oc-8gb/2080-oc-228x228.jpg
XFX Amd Radeon RX590 Fatboy 8GB OC DDR5 Graphics Card,"27,200৳",https://www.startech.com.bd/xfx-amd-radeon-rx590-8gb-graphics-card,https://www.startech.com.bd/image/cache/catalog/graphics-card/xfx/rx590-228x228.jpg
Asrock X399 Phantom Gaming 6 AMD Motherboard,"28,300৳",https://www.startech.com.bd/asrock-x399-phantom-gaming-6-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/x399-phantom-gaming-6/x399-phantom-gaming-6-1-228x228.jpg
Gigabyte B360M-DS3H 8th Gen Motherboard ,"8,300৳",https://www.startech.com.bd/gigabyte-b360m-ds3h-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360m-ds3h/gigabyte-b360m-ds3h-1-228x228.jpg
Asrock Fatal1ty B360 Gaming K4 8th Gen DDR4 Motherboard,"12,000৳",https://www.startech.com.bd/asrock-fatal1ty-b360-gaming-k4-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/b360-k4/b360-k4-228x228.jpg
Asus PRIME B360M-K 8th Gen mATX Motherboard,"8,250৳",https://www.startech.com.bd/asus-prime-b360m-k-matx-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-b360m-k/asus-prime-b360m-k-1-228x228.jpg
Gigabyte B360 HD3 8th Gen DDR4 Motherboard,"9,000৳",https://www.startech.com.bd/gigabyte-b360-hd3-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360-hd3/hd3-228x228.jpg
Gigabyte X470 AORUS GAMING 5 WIFI Motherboard,"17,700৳",https://www.startech.com.bd/gigabyte-x470-gaming-5-wifi-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/x470-gaming5/x470-gaming5-228x228.jpg
ASRock H110 Pro BTC+ DDR4 Motherboard,"12,800৳",https://www.startech.com.bd/asrock-h110-pro-btc-plus-motherboard,https://www.startech.com.bd/image/cache/catalog/component/motherboard/asrock/h110-pro-btc-228x228.png
ASRock X399 Taichi USB 3.1 ATX AMD Motherboard,"36,600৳",https://www.startech.com.bd/asrock-x399-taichi,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Asrock m/399 taichi/X399 Taichi1-228x228.jpg
Asus PRIME B360M-D 8th Gen mATX Motherboard,"8,500৳",https://www.startech.com.bd/asus-prime-b360m-d-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-b360m-d/asus-prime-b360m-d-1-228x228.jpg
Gigabyte B360M AORUS GAMING 3 8th Gen Motherboard,"9,500৳",https://www.startech.com.bd/gigabyte-b360m-aorus-gaming-3-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360m-gaming3/gaming3-228x228.jpg
Asrock Fatal1ty H370 Performance 8th Gen DDR4 Motherboard,"13,400৳",https://www.startech.com.bd/asrock-fatal1ty-h370-performance-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/h370-performance/h370-performance-228x228.jpg
Asus TUF B360M-E GAMING 8th Gen mATX Motherboard,"9,000৳",https://www.startech.com.bd/asus-tuf-b360m-e-gaming-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/tuf-b360m-e-gaming/tuf-b360m-e-gaming-1-228x228.jpg
Gigabyte H370M DS3H 8th Gen Micro ATX Motherboard,"9,900৳",https://www.startech.com.bd/gigabyte-h370m-ds3h-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/h370m-ds3h/h370m-ds3h-1-228x228.jpg
ASRock Fatal1ty X399 Professional Gaming AMD Motherboard,"44,600৳",https://www.startech.com.bd/asrock-x399-gaming-motherboard,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Asrock m/gaming 399/Fatal1ty X399-228x228.jpg
Asus TUF B360M-PLUS Gaming 8th Gen Motherboard,"10,050৳",https://www.startech.com.bd/asus-tuf-B360m-plus-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/b360m-plus/b360m-plus-228x228.jpg
Gigabyte GA-Gaming B8 Motherboard,"10,000৳",https://www.startech.com.bd/gigabyte-ga-gaming-b8,https://www.startech.com.bd/image/cache/catalog/Motherboard/Gigabyte/7th Gen/Gigabyte GA-Gaming B8-1-228x228.jpg
Asus PRIME B360-PLUS 8th Gen ATX Motherboard,"10,500৳",https://www.startech.com.bd/asus-prime-b360-plus-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-b360-plus/asus-prime-b360-plus-1-228x228.jpg
Gigabyte Z370M DS3H Ultra Durable 8th Gen DDR4 Motherboard,"10,900৳",https://www.startech.com.bd/gigabyte-z370m-ds3h-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z370m-ds3h/z370m-ds3h-228x228.jpg
Asrock Z390 Extreme4 9th Gen Atx Motherboard,"17,850৳",https://www.startech.com.bd/asrock-z390-extreme4-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/z390-extreme4/z390-extreme4-228x228.jpg
Asus ROG STRIX B360-G Gaming 8th Gen Motherboard,"10,600৳",https://www.startech.com.bd/asus-rog-strix-b360-g-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/b360-g/b360-g-228x228.jpg
Gigabyte H370 HD3 8th Gen Ultra Durable Motherboard,"11,400৳",https://www.startech.com.bd/gigabyte-h370-hd3-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/h370-hd3/gigabyte-h370-hd3-1-228x228.jpg
Asrock Z370 Taichi USB 3.1 8th Gen WiFi Motherboard,"19,500৳",https://www.startech.com.bd/asrock-z370-taichi-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/component/motherboard/asrock/z370-taichi/z370-taichi-228x228.png
Asus PRIME H370-PLUS 8th Gen ATX Motherboard,"11,500৳",https://www.startech.com.bd/asus-prime-h370-plus-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-h370-plus/asus-prime-h370-plus-1-228x228.jpg
Gigabyte B360 Aorus Gaming 3 WiFi 8th Gen DDR4 Motherboard,"11,200৳",https://www.startech.com.bd/gigabyte-b360-aorus-gaming-3-wifi-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/b360-aorus-gaming-3-wifi/b360-gaming-3-wifi-228x228.jpg
Asrock Z390 Taichi 9th Gen Atx Motherboard,"23,100৳",https://www.startech.com.bd/asrock-z390-taichi-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/z390-taichi/z390-taichi-228x228.jpg
Asus ROG STRIX B360-H GAMING 8th Gen ATX Motherboard,"11,500৳",https://www.startech.com.bd/asus-rog-strix-b360-h-gaming-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/rog-strix-b360-h-gaming/asus-rog-strix-b360-h-gaming-1-228x228.jpg
Gigabyte X299 AORUS Gaming 3 Motherboard,"27,500৳",https://www.startech.com.bd/gigabyte-x299-aorus-gaming-3-motherboard,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Giga/x299-g3/x299-g3-1-228x228.png
Asus TUF B360-PRO GAMING (WI-FI) 8th Gen ATX Motherboard,"12,500৳",https://www.startech.com.bd/asus-tuf-b360-pro-gaming-wi-fi-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/tuf-b360-pro-gaming-wi-fi/asus-tuf-b360-pro-gaming-wi-fi-1-228x228.jpg
Gigabyte Z370M D3H Ultra Durable 8th Gen Motherboard,"12,200৳",https://www.startech.com.bd/gigabyte-z370m-d3h-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/Motherboard/Gigabyte/gigabyte-z370m-d3h/gigabyte-z370m-d3h-1-228x228.jpg
ASRock Fatal1ty X299 Gaming K6 Intel ATX Motherboard ,"27,750৳",https://www.startech.com.bd/asrock-fatal1ty-x299-gaming-k6-motherboard,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Asrock m/k6 x299/X299 Gaming K6-1-228x228.jpg
ASUS PRIME Z270-P 7th/6th Gen ATX Motherboard,"12,600৳",https://www.startech.com.bd/asus-prime-z270-p-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-z270-p/prime-z270-p-1-228x228.jpg
ASRock X299 Taichi USB 3.1 ATX Intel Motherboard,"31,750৳",https://www.startech.com.bd/asrock-x299-taichi,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Asrock m/X299 Taichi-1m-228x228.jpg
Asus Rog Strix B360-F GAMING 8th Gen Motherboard,"13,150৳",https://www.startech.com.bd/asus-rog-strix-b360-f-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/b360-f/asus-b360-f-228x228.jpg
Gigabyte Z390 UD 9th Gen ATX Motherboard,"12,100৳",https://www.startech.com.bd/gigabyte-z390-ud-9th-gen-atx-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z390-ud/z390-ud-1-228x228.jpg
Asus TUF H370-PRO GAMING (WI-FI) 8th Gen ATX Motherboard,"13,500৳",https://www.startech.com.bd/asus-tuf-h370-pro-gaming-wi-fI-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/tuf-h370-pro-gaming-wi-fI/asus-tuf-h370-pro-gaming-wi-fI-1-228x228.jpg
Gigabyte Z370 HD3 Ultra Durable Motherboard ,"13,000৳",https://www.startech.com.bd/gigabyte-z370-hd3-motherboard,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Giga/Z370_hd3/z370_hd3-228x228.png
Asus ROG STRIX B360-I GAMING 8th Gen mini-ITX Motherboard,"14,000৳",https://www.startech.com.bd/asus-rog-strix-b360-i-gaming-mini-itx-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/rog-strix-b360-i-gaming/rog-strix-b360-i-gaming-1-228x228.jpg
Gigabyte Z390 M GAMING 9th Gen Micro ATX Motherboard,"12,800৳",https://www.startech.com.bd/gigabyte-z390-m-gaming-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z390-m-gaming/z390-m-gaming-228x228.jpg
ASUS PRIME Z370-P LGA1151 DDR4 HDMI DVI M.2 ATX Motherboard,"14,650৳",https://www.startech.com.bd/asus-prime-z370-p,https://www.startech.com.bd/image/cache/catalog/component/motherboard/asus/z370-p/z370-p-228x228.png
Gigabyte H370 AORUS GAMING 3 WIFI 8th Gen Motherboard,"14,000৳",https://www.startech.com.bd/gigabyte-h370-aorus-gaming-3-wifi-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/h370-aorus-gaming-3-wifi/h370-aorusgaming-3-wifi-228x228.jpg
Asrock B450M Pro4 AMD Motherboard,"8,800৳",https://www.startech.com.bd/asrock-b450m-pro4-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/B450m-Pro4/B450m-Pro4-228x228.jpg
ASUS PRIME Z390M-PLUS 9th Gen mATX Motherboard,"15,000৳",https://www.startech.com.bd/asus-prime-z390m-plus-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/prime-z390m-plus/asus-prime-z390m-plus-1-228x228.jpg
Asus Rog Maximus X Hero WI-FI AC 8th Gen ATX Motherboard,"30,000৳",https://www.startech.com.bd/asus-rog-maximus-x-hero-wi-fi-ac-motherboard,https://www.startech.com.bd/image/cache/catalog/asus-motherboard/x-hero-wifi-ac/rog-maximus-x-hero-wifi-ac-228x228.jpg
Asus B250 Mining Expert Intel LGA-1151 ATX DDR4 Motherboard,"16,500৳",https://www.startech.com.bd/asus-b250-mining-expert-motherboard,https://www.startech.com.bd/image/cache/catalog/asus-motherboard/b250-mining-expert/b250-mining-1-228x228.jpg
Gigabyte Z370XP SLI Ultra Durable Supports 8th Gen Processors Motherboard ,"14,500৳",https://www.startech.com.bd/gigabyte-z370xp-sli-8th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/Component/motherboard/Giga/GA-Z370-XP-SLI/z370-xp-1-228x228.png
Asus TUF Z370-PLUS GAMING II 9th Gen gaming Motherboard,"16,200৳",https://www.startech.com.bd/asus-tuf-z370-plus-gaming-II-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/z370-plus-gaming-11/z370-plus-228x228.jpg
Gigabyte Z390 GAMING SLI 9th Gen ATX Motherboard,"14,800৳",https://www.startech.com.bd/gigabyte-z390-gaming-sli-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z390-gaming-sli/z390-gaming-sli-1-228x228.jpg
ASUS TUF Z390-PLUS GAMING 9th Gen ATX Gaming Motherboard,"17,500৳",https://www.startech.com.bd/asus-tuf-z390-plus-gaming-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/tuf-z390-plus-gaming/tuf-z390-plus-gaming-1-228x228.jpg
ASUS TUF Z390M-PRO GAMING 9th Gen mATX Gaming Motherboard,"17,500৳",https://www.startech.com.bd/asus-tuf-z390m-pro-gaming-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/tuf-z390m-pro-gaming/tuf-z390m-pro-gaming-1-228x228.jpg
Asus Rog Strix Z370H 8th Gen DDR4 ATX Gaming Motherboard,"17,750৳",https://www.startech.com.bd/asus-rog-strix-z370-h-ddr4-motherboard,https://www.startech.com.bd/image/cache/catalog/component/motherboard/asus/z370-h/z370-h-228x228.jpg
Gigabyte Z390 Aorus Pro Wifi 9th Gen Motherboard,"18,600৳",https://www.startech.com.bd/gigabyte-z390-aorus-pro-wifi-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z390-wifi/z390-wifi-228x228.jpg
Gigabyte Z390 Aorus Xtreme Waterforce Motherboard,"73,000৳",https://www.startech.com.bd/z390-aorus-xtreme-waterforce-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z390-aorus-waterforce/z390-228x228.jpg
ASUS TUF Z390-PRO GAMING 9th Gen ATX Gaming Motherboard,"18,000৳",https://www.startech.com.bd/asus-tuf-z390-pro-gaming-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/tuf-z390-pro-gaming/tuf-z390-pro-gaming-1-228x228.jpg
Gigabyte Z390 Aorus Ultra 9th Gen Motherboard,"21,800৳",https://www.startech.com.bd/gigabyte-z390-9th-gen-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z390-aorus-ultra/z390-ultra-228x228.jpg
AsusTUF Z390-PLUS GAMING (WI-FI) 9th Gen Motherboard,"18,800৳",https://www.startech.com.bd/asustuf-z390-plus-wif-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/z390-plus-wifi/z390-228x228.jpg
Asus Rog Strix Z390-H 9th Gen Atx Gaming Motherboard,"19,300৳",https://www.startech.com.bd/asus-rog-strix-z390-h-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/z390-h/z390-h-228x228.jpg
ASUS P10S WS Intel C236 Chipset Server Motherboard,"20,100৳",https://www.startech.com.bd/asus-p10s-ws-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asus/bs10s/p10s-228x228.png
Asus ROG MAXIMUS IX APEX Motherboard,"28,000৳",https://www.startech.com.bd/asus-rog-maximus-ix-apex,https://www.startech.com.bd/image/cache/catalog/Motherboard/ASUS/Asus ROG MAXIMUS IX APEX/Asus ROG MAXIMUS IX APEX-1-228x228.jpg
Gigabyte Z390 Aorus Elite 9th Gen Motherboard,"16,500৳",https://www.startech.com.bd/gigabyte-z390-aorus-elite,https://www.startech.com.bd/image/cache/catalog/motherboard/gigabyte/z390-elite/z390-elite-228x228.jpg
Asrock B250M-HDV USB 3.1 DDR4 Micro ATX Motherboard,"6,300৳",https://www.startech.com.bd/asrock-b250m-hdv-motherboard,https://www.startech.com.bd/image/cache/catalog/motherboard/asrock/asrock-b250m-hdv/b250m-hdv-228x228.jpg
